,Borough,Major Category,Minor Category,MinorCategory,MajorCategory,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,NormalizedSumYears,CrimeTier
625,Kensington and Chelsea,Violence Against the Person,Other violence,31,8,131,125,100,95,108,121,105,147,171,201,211,-0.61369949226567,0
626,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,32,8,68,0,44,99,125,270,434,418,455,451,457,-0.523786744682595,1
627,Kingston upon Thames,Burglary,Burglary in a Dwelling,0,0,550,698,623,780,839,711,597,565,562,896,772,-0.07844113566617902,1
628,Kingston upon Thames,Burglary,Burglary in Other Buildings,1,0,524,554,569,556,534,483,397,367,324,477,453,-0.25793362065609543,1
629,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,2,1,312,288,245,185,197,153,162,194,205,171,183,-0.5206786497044146,1
630,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,839,660,578,483,497,437,424,420,460,427,392,-0.20354195853793894,1
631,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,4,1,230,233,176,174,143,139,138,143,145,111,82,-0.5673000743771202,0
632,Kingston upon Thames,Criminal Damage,Other Criminal Damage,5,1,322,301,331,316,263,222,261,273,252,296,302,-0.4540766144576924,1
633,Kingston upon Thames,Drugs,Drug Trafficking,6,2,91,54,85,77,41,36,59,58,44,44,18,-0.6756393850451217,0
634,Kingston upon Thames,Drugs,Other Drugs,7,2,0,1,0,2,0,3,2,3,6,4,0,-0.7342491760622372,0
635,Kingston upon Thames,Drugs,Possession Of Drugs,8,2,573,491,447,601,382,566,705,857,713,547,404,-0.14393313699212254,1
636,Kingston upon Thames,Fraud or Forgery,Counted per Victim,9,3,261,280,316,394,229,16,0,0,0,0,0,-0.5700751591790669,0
637,Kingston upon Thames,Fraud or Forgery,Other Fraud & Forgery,10,3,163,187,137,141,141,22,6,18,16,32,19,-0.6438924149108507,0
638,Kingston upon Thames,Other Notifiable Offences,Going Equipped,11,4,9,15,7,5,12,12,10,8,13,15,5,-0.7260349250484748,0
639,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,12,4,148,143,145,123,109,94,134,199,181,186,251,-0.5944959054361983,0
640,Kingston upon Thames,Robbery,Business Property,13,5,13,27,17,7,17,17,8,12,10,17,27,-0.7219277995415936,0
641,Kingston upon Thames,Robbery,Personal Property,14,5,256,251,224,237,219,142,102,98,110,160,234,-0.5542016741119314,0
642,Kingston upon Thames,Sexual Offences,Other Sexual,15,6,95,107,122,117,100,104,134,165,169,201,242,-0.6125894583448913,0
643,Kingston upon Thames,Sexual Offences,Rape,16,6,24,33,46,59,73,45,60,75,94,128,137,-0.6796355071599249,0
644,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,17,7,51,24,14,21,31,19,16,10,13,19,9,-0.7140465587040647,0
645,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,96,69,46,40,80,37,77,84,134,0,0,-0.662540984779933,0
646,Kingston upon Thames,Theft and Handling,Other Theft,19,7,1636,1516,1670,1712,1603,1479,1391,1298,1310,1248,1479,0.7751749494126442,2
647,Kingston upon Thames,Theft and Handling,Other Theft Person,20,7,341,399,433,412,555,487,300,375,376,340,478,-0.32786575766515375,1
648,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,21,7,879,712,692,652,673,607,525,464,448,819,787,-0.10874506170343763,1
649,Kingston upon Thames,Theft and Handling,Theft From Shops,22,7,1027,1217,1289,1118,947,1011,1127,916,1010,1079,1034,0.33637854052882254,2
650,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,296,212,195,158,139,117,156,155,268,307,366,-0.5478744807634929,0
651,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,471,451,478,524,477,440,377,278,281,354,650,-0.3168764218494446,1
652,Kingston upon Thames,Violence Against the Person,Assault with Injury,25,8,1004,947,962,973,916,631,569,726,761,805,903,0.09516816954361024,2
653,Kingston upon Thames,Violence Against the Person,Common Assault,26,8,578,542,600,627,535,544,684,801,812,920,1022,-0.10086382086590884,1
654,Kingston upon Thames,Violence Against the Person,Grievous Bodily Harm,27,8,112,216,136,0,0,0,0,0,0,0,0,-0.6846306598034292,0
655,Kingston upon Thames,Violence Against the Person,Harassment,28,8,366,370,333,269,610,540,756,1030,1167,1293,1520,-0.13216677743186828,1
656,Kingston upon Thames,Violence Against the Person,Murder,29,8,0,1,0,1,2,1,3,0,1,2,3,-0.7351372031988601,0
657,Kingston upon Thames,Violence Against the Person,Offensive Weapon,30,8,66,29,38,57,31,30,40,45,49,73,76,-0.6933999277775809,0
658,Kingston upon Thames,Violence Against the Person,Other violence,31,8,115,102,81,94,58,76,66,106,106,176,172,-0.6468895064969532,0
659,Kingston upon Thames,Violence Against the Person,Wounding/GBH,32,8,106,0,72,174,131,244,296,345,319,342,329,-0.5488735112921936,0
660,Lambeth,Burglary,Burglary in a Dwelling,0,0,2485,3048,2410,2807,2561,2626,1994,1624,2033,2012,2377,1.6602049944495045,2
661,Lambeth,Burglary,Burglary in Other Buildings,1,0,874,874,882,1002,1075,1288,1053,952,1068,1268,1558,0.27044252563456755,2
662,Lambeth,Criminal Damage,Criminal Damage To Dwelling,2,1,1163,1158,1005,953,741,723,650,614,691,702,537,0.11836787848788514,2
663,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1504,1394,1295,1130,980,947,958,1051,979,930,889,0.4003164943656759,2
664,Lambeth,Criminal Damage,Criminal Damage To Other Building,4,1,393,391,353,307,270,291,318,346,328,326,247,-0.40345906767018347,1
665,Lambeth,Criminal Damage,Other Criminal Damage,5,1,696,662,630,688,538,478,649,686,780,671,738,-0.09153953593136772,1
666,Lambeth,Drugs,Drug Trafficking,6,2,205,210,176,269,184,190,252,279,255,209,163,-0.5119093817302628,1
667,Lambeth,Drugs,Other Drugs,7,2,43,25,28,24,15,18,33,44,37,21,23,-0.7064983280427696,0
668,Lambeth,Drugs,Possession Of Drugs,8,2,4054,3241,2991,2821,2183,1745,2385,2391,2496,2095,1961,1.962023217509234,2
669,Lambeth,Fraud or Forgery,Counted per Victim,9,3,571,497,681,754,676,63,0,0,0,0,0,-0.3762632366111052,1
670,Lambeth,Fraud or Forgery,Other Fraud & Forgery,10,3,419,529,500,481,419,96,51,55,45,67,43,-0.44808243128548736,1
671,Lambeth,Other Notifiable Offences,Going Equipped,11,4,50,44,19,25,32,25,38,39,44,24,24,-0.701059161830954,0
672,Lambeth,Other Notifiable Offences,Other Notifiable,12,4,586,530,473,386,397,411,577,644,625,681,646,-0.22230153179909903,1
673,Lambeth,Robbery,Business Property,13,5,176,256,224,242,177,130,84,111,91,94,88,-0.5706301761394562,0
674,Lambeth,Robbery,Personal Property,14,5,2001,2111,2415,2871,2555,2335,1326,1092,1136,1419,1266,1.244386287725802,2
675,Lambeth,Sexual Offences,Other Sexual,15,6,355,362,353,331,320,313,431,571,548,566,595,-0.33830007652047356,1
676,Lambeth,Sexual Offences,Rape,16,6,133,175,206,187,166,184,293,304,314,355,432,-0.5183475784707793,1
677,Lambeth,Theft and Handling,Handling Stolen Goods,17,7,114,78,96,124,85,100,102,72,98,82,54,-0.6396742860118916,0
678,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,70,49,46,58,179,153,344,525,484,0,0,-0.5243417616429843,1
679,Lambeth,Theft and Handling,Other Theft,19,7,4949,4550,5079,5550,6163,5178,5064,5182,4945,5002,5087,4.443282040625871,2
680,Lambeth,Theft and Handling,Other Theft Person,20,7,1676,1712,2119,2900,3694,3598,2109,1962,2121,2164,1968,1.6938390222490993,2
681,Lambeth,Theft and Handling,Theft From Motor Vehicle,21,7,2373,2175,2612,2640,2514,2306,2140,2049,1934,1669,2410,1.566407128143704,2
682,Lambeth,Theft and Handling,Theft From Shops,22,7,858,946,980,782,788,864,1176,1465,1558,1515,1194,0.3091827094697443,2
683,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1093,1041,940,994,958,787,875,859,1127,1040,882,0.22670718915588664,2
684,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,990,1320,1138,1336,1229,1264,1092,1022,1087,1186,1028,0.4269573084643648,2
685,Lambeth,Violence Against the Person,Assault with Injury,25,8,2620,2713,2616,2463,2468,1915,2282,2321,2391,2360,2222,1.6825166762571564,2
686,Lambeth,Violence Against the Person,Common Assault,26,8,1871,1938,2110,1985,1756,1740,2381,2880,2798,2939,2859,1.4238787727157185,2
687,Lambeth,Violence Against the Person,Grievous Bodily Harm,27,8,258,562,391,0,0,0,0,0,0,0,0,-0.60171112592126,0
688,Lambeth,Violence Against the Person,Harassment,28,8,1801,1717,1738,1577,1829,1815,2647,3339,3246,3292,3474,1.4516296207351862,2
689,Lambeth,Violence Against the Person,Murder,29,8,14,8,8,11,3,6,3,5,0,4,6,-0.7296980369870445,0
690,Lambeth,Violence Against the Person,Offensive Weapon,30,8,425,301,300,258,171,219,267,335,381,475,434,-0.4412002209766594,1
691,Lambeth,Violence Against the Person,Other violence,31,8,609,467,412,387,350,342,358,475,544,502,587,-0.29833885537244026,1
692,Lambeth,Violence Against the Person,Wounding/GBH,32,8,275,0,235,552,443,913,1160,1235,1258,1291,1161,-0.06223464042280995,1
693,Lewisham,Burglary,Burglary in a Dwelling,0,0,1901,2109,2211,2300,2277,2537,1647,1454,1421,1730,2075,1.2460513386069703,2
694,Lewisham,Burglary,Burglary in Other Buildings,1,0,915,1010,956,948,1029,766,684,692,658,962,992,0.11392774280477033,2
695,Lewisham,Criminal Damage,Criminal Damage To Dwelling,2,1,1153,1258,1068,874,724,632,610,635,587,655,582,0.1009403459316595,2
696,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1777,1498,1379,1165,971,889,834,986,950,887,809,0.42373821009410656,2
697,Lewisham,Criminal Damage,Criminal Damage To Other Building,4,1,306,259,218,251,194,222,214,217,200,195,164,-0.5051381748135128,1
698,Lewisham,Criminal Damage,Other Criminal Damage,5,1,717,779,693,652,548,468,531,630,631,619,685,-0.10907807187967125,1
699,Lewisham,Drugs,Drug Trafficking,6,2,172,193,124,163,146,165,158,174,163,142,142,-0.5742932880780259,0
700,Lewisham,Drugs,Other Drugs,7,2,8,9,19,22,12,15,14,17,17,14,6,-0.7213727825812042,0
701,Lewisham,Drugs,Possession Of Drugs,8,2,2595,2470,2339,2042,1328,1560,1160,1420,1483,1134,1128,1.0839863861732795,2
702,Lewisham,Fraud or Forgery,Counted per Victim,9,3,1150,933,1037,1137,571,45,0,0,0,0,0,-0.19521670413209866,1
703,Lewisham,Fraud or Forgery,Other Fraud & Forgery,10,3,483,470,478,416,385,59,36,38,43,49,48,-0.4688400656040491,1
704,Lewisham,Other Notifiable Offences,Going Equipped,11,4,22,17,16,19,18,22,10,12,26,11,17,-0.7181536842109459,0
705,Lewisham,Other Notifiable Offences,Other Notifiable,12,4,457,551,567,435,341,335,384,433,495,477,586,-0.29234467220023524,1
706,Lewisham,Robbery,Business Property,13,5,157,138,139,123,117,115,58,73,87,105,96,-0.6243558179051455,0
707,Lewisham,Robbery,Personal Property,14,5,1224,1168,1353,1591,1232,1172,736,750,786,897,948,0.3752297277560772,2
708,Lewisham,Sexual Offences,Other Sexual,15,6,290,243,238,288,291,273,344,389,424,424,427,-0.42754680375108134,1
709,Lewisham,Sexual Offences,Rape,16,6,111,111,141,142,132,170,225,226,274,285,332,-0.5660790370642635,0
710,Lewisham,Theft and Handling,Handling Stolen Goods,17,7,78,61,54,55,67,72,60,67,72,56,40,-0.671088245969929,0
711,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,227,177,171,150,131,130,168,292,316,0,0,-0.5405482568863534,0
712,Lewisham,Theft and Handling,Other Theft,19,7,2844,2586,2746,3130,3678,2848,2812,2849,2753,2784,2712,2.1772587947482247,2
713,Lewisham,Theft and Handling,Other Theft Person,20,7,828,731,801,778,740,784,599,524,607,556,511,-0.02660255156581356,1
714,Lewisham,Theft and Handling,Theft From Motor Vehicle,21,7,2729,2189,2372,2099,2173,1613,1434,1505,1436,1461,1858,1.211973297239064,2
715,Lewisham,Theft and Handling,Theft From Shops,22,7,1253,1338,1456,1155,936,882,1082,1172,1335,1147,1183,0.4414987528265658,2
716,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1262,933,1000,946,872,730,654,901,865,965,1013,0.16998445580409488,2
717,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,304,581,487,532,499,348,391,333,372,374,376,-0.3091061844039937,1
718,Lewisham,Violence Against the Person,Assault with Injury,25,8,2821,2326,2231,2086,1917,1609,1757,1811,1960,1892,1840,1.3194245807704426,2
719,Lewisham,Violence Against the Person,Common Assault,26,8,1998,1937,1767,1629,1515,1547,1993,2391,2421,2489,2353,1.1729001032276536,2
720,Lewisham,Violence Against the Person,Grievous Bodily Harm,27,8,133,420,189,0,0,0,0,0,0,0,0,-0.6537717168057812,0
721,Lewisham,Violence Against the Person,Harassment,28,8,2891,2699,2075,1973,1752,1739,2060,2824,2932,2974,3379,1.588829813343434,2
722,Lewisham,Violence Against the Person,Murder,29,8,5,7,8,5,6,4,3,3,5,4,5,-0.7310300776919789,0
723,Lewisham,Violence Against the Person,Offensive Weapon,30,8,273,230,225,205,138,172,153,222,270,294,282,-0.5265618294845417,1
724,Lewisham,Violence Against the Person,Other violence,31,8,437,394,301,321,303,327,273,373,411,504,471,-0.38758558260304804,1
725,Lewisham,Violence Against the Person,Wounding/GBH,32,8,205,0,129,284,281,629,754,872,928,1039,961,-0.2830203872656941,1
726,Merton,Burglary,Burglary in a Dwelling,0,0,1085,1113,1207,1455,1333,1134,1033,922,937,1192,1276,0.39820742991619634,2
727,Merton,Burglary,Burglary in Other Buildings,1,0,756,784,864,956,703,657,656,516,490,490,540,-0.027712585486592264,1
728,Merton,Criminal Damage,Criminal Damage To Dwelling,2,1,532,521,450,428,343,281,284,340,308,255,244,-0.349067405552027,1
729,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1068,977,790,766,559,568,563,609,657,589,459,-0.008286991872964949,1
730,Merton,Criminal Damage,Criminal Damage To Other Building,4,1,212,199,198,162,139,134,138,128,99,85,89,-0.5797324542898417,0
731,Merton,Criminal Damage,Other Criminal Damage,5,1,397,412,376,333,287,234,282,359,356,354,368,-0.39912993537914654,1
732,Merton,Drugs,Drug Trafficking,6,2,67,57,57,60,100,82,51,30,41,51,17,-0.6756393850451217,0
733,Merton,Drugs,Other Drugs,7,2,8,5,7,13,7,2,1,2,4,3,2,-0.7306970675157454,0
734,Merton,Drugs,Possession Of Drugs,8,2,872,794,891,925,747,557,517,455,427,549,458,-0.04958025372593273,1
735,Merton,Fraud or Forgery,Counted per Victim,9,3,536,359,367,400,309,27,0,0,0,0,0,-0.514351456355976,1
736,Merton,Fraud or Forgery,Other Fraud & Forgery,10,3,196,208,157,172,218,36,15,17,21,32,24,-0.6206927059665758,0
737,Merton,Other Notifiable Offences,Going Equipped,11,4,6,9,14,15,7,12,11,9,9,16,12,-0.725923921656397,0
738,Merton,Other Notifiable Offences,Other Notifiable,12,4,211,185,119,95,153,147,160,199,243,255,306,-0.568299104905821,0
739,Merton,Robbery,Business Property,13,5,92,78,74,66,42,23,21,27,29,30,47,-0.6859627005083636,0
740,Merton,Robbery,Personal Property,14,5,437,481,491,584,530,411,267,238,256,326,342,-0.32597869999983,1
741,Merton,Sexual Offences,Other Sexual,15,6,163,134,147,133,117,148,136,177,199,221,242,-0.5858376408541245,0
742,Merton,Sexual Offences,Rape,16,6,54,35,79,70,43,70,84,94,112,135,110,-0.6649830594056461,0
743,Merton,Theft and Handling,Handling Stolen Goods,17,7,36,37,44,46,56,43,33,28,22,21,16,-0.6978400634606957,0
744,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,59,69,87,60,103,92,161,179,213,0,0,-0.6225797636318996,0
745,Merton,Theft and Handling,Other Theft,19,7,1612,1532,1690,1601,1974,1757,1610,1700,1569,1464,1479,0.9339098000839987,2
746,Merton,Theft and Handling,Other Theft Person,20,7,261,282,325,278,326,373,247,267,223,229,238,-0.4495254753824997,1
747,Merton,Theft and Handling,Theft From Motor Vehicle,21,7,1047,1161,1311,1402,1520,1272,1091,907,961,984,1073,0.44849196652747164,2
748,Merton,Theft and Handling,Theft From Shops,22,7,873,872,919,829,780,775,726,844,916,1042,997,0.1001633221871144,2
749,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,570,522,565,478,379,288,402,385,669,570,571,-0.2634837902599889,1
750,Merton,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,358,442,390,563,332,395,371,299,371,485,378,-0.3452932902213794,1
751,Merton,Violence Against the Person,Assault with Injury,25,8,1320,1265,1099,942,850,663,792,931,947,986,913,0.24169264708639912,2
752,Merton,Violence Against the Person,Common Assault,26,8,899,832,837,731,684,663,874,1121,1087,1198,1213,0.12169798025022126,2
753,Merton,Violence Against the Person,Grievous Bodily Harm,27,8,86,224,73,0,0,0,0,0,0,0,0,-0.6936219345617366,0
754,Merton,Violence Against the Person,Harassment,28,8,1015,961,699,593,774,716,893,1281,1386,1487,1678,0.1871899815761648,2
755,Merton,Violence Against the Person,Murder,29,8,5,1,0,1,1,1,0,2,1,3,2,-0.7348041930226266,0
756,Merton,Violence Against the Person,Offensive Weapon,30,8,127,93,93,83,62,47,49,59,86,107,97,-0.6585448626651296,0
757,Merton,Violence Against the Person,Other violence,31,8,186,142,128,112,95,140,112,157,181,186,169,-0.5970489834539894,0
758,Merton,Violence Against the Person,Wounding/GBH,32,8,64,0,45,109,113,252,337,378,407,434,431,-0.546875450234792,0
759,Newham,Burglary,Burglary in a Dwelling,0,0,2107,2199,2337,2105,2012,2070,1739,1468,1209,1536,1751,1.1782282660473913,2
760,Newham,Burglary,Burglary in Other Buildings,1,0,1228,1301,1299,1142,1075,849,750,812,893,1230,1358,0.3016344788084491,2
761,Newham,Criminal Damage,Criminal Damage To Dwelling,2,1,1083,1118,1052,861,700,570,576,546,550,557,560,0.047103700773892365,2
762,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1919,1524,1260,938,904,826,892,981,1026,964,873,0.40386860291216775,2
763,Newham,Criminal Damage,Criminal Damage To Other Building,4,1,289,297,290,215,238,207,216,226,237,215,214,-0.4902637202750781,1
764,Newham,Criminal Damage,Other Criminal Damage,5,1,754,738,696,606,537,487,551,650,689,678,752,-0.1025288717470769,1
765,Newham,Drugs,Drug Trafficking,6,2,125,115,129,116,102,127,134,164,188,229,133,-0.6029321632341166,0
766,Newham,Drugs,Other Drugs,7,2,6,8,18,6,9,14,10,6,8,7,6,-0.726700945400942,0
767,Newham,Drugs,Possession Of Drugs,8,2,2583,2471,2827,2206,1790,1499,1605,1540,1518,1925,1925,1.2662539559651427,2
768,Newham,Fraud or Forgery,Counted per Victim,9,3,1292,961,896,971,1018,109,0,0,0,0,0,-0.15370143549497514,1
769,Newham,Fraud or Forgery,Other Fraud & Forgery,10,3,534,682,664,683,777,99,30,46,47,46,62,-0.3407421511461867,1
770,Newham,Other Notifiable Offences,Going Equipped,11,4,14,13,21,25,19,20,30,23,23,39,35,-0.7152675960169214,0
771,Newham,Other Notifiable Offences,Other Notifiable,12,4,436,399,449,425,446,408,556,586,670,689,694,-0.2504963933868781,1
772,Newham,Robbery,Business Property,13,5,227,193,180,128,120,98,83,85,96,119,119,-0.6018221293133378,0
773,Newham,Robbery,Personal Property,14,5,1564,1890,2202,2277,2216,2051,1556,1325,1403,1934,1701,1.0936436812840542,2
774,Newham,Sexual Offences,Other Sexual,15,6,210,291,296,258,226,293,361,513,464,515,540,-0.41289435599680246,1
775,Newham,Sexual Offences,Rape,16,6,118,124,191,173,161,219,240,298,279,358,400,-0.5359971178111607,1
776,Newham,Theft and Handling,Handling Stolen Goods,17,7,124,102,73,77,56,65,90,83,78,67,74,-0.653105696453314,0
777,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,182,145,323,366,203,204,314,461,542,0,0,-0.43198693943419614,1
778,Newham,Theft and Handling,Other Theft,19,7,3270,3052,3788,3636,4899,4148,4103,4105,3910,4273,4567,3.1391031871029713,2
779,Newham,Theft and Handling,Other Theft Person,20,7,1091,1282,1525,1533,2365,2205,1586,1467,1408,1513,1958,0.8691948225026004,2
780,Newham,Theft and Handling,Theft From Motor Vehicle,21,7,4835,4401,4404,3367,3013,3055,2309,2423,2668,2866,3122,2.6466921398455385,2
781,Newham,Theft and Handling,Theft From Shops,22,7,1175,1109,1178,1194,1416,1314,1639,1608,1912,2329,2299,0.6564013198893228,2
782,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1544,1204,1432,1574,1102,1046,1104,896,1058,1417,1456,0.4804609434458983,2
783,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,360,436,521,526,648,428,404,483,526,550,569,-0.25526953924622653,1
784,Newham,Violence Against the Person,Assault with Injury,25,8,2773,2655,2578,2210,2179,1619,1969,2146,2060,2104,2119,1.5049112489325638,2
785,Newham,Violence Against the Person,Common Assault,26,8,1994,2229,2261,2087,2045,1876,2415,2755,2788,3110,3222,1.533883134264888,2
786,Newham,Violence Against the Person,Grievous Bodily Harm,27,8,212,615,276,0,0,0,0,0,0,0,0,-0.61369949226567,0
787,Newham,Violence Against the Person,Harassment,28,8,1489,1347,1379,1319,1568,1425,1968,2687,2812,3133,3294,1.0392520191658976,2
788,Newham,Violence Against the Person,Murder,29,8,5,8,14,3,3,7,5,5,6,11,4,-0.7299200437712002,0
789,Newham,Violence Against the Person,Offensive Weapon,30,8,351,225,224,204,149,163,159,209,254,383,326,-0.5210116598806482,1
790,Newham,Violence Against the Person,Other violence,31,8,249,239,310,276,356,364,376,496,615,591,708,-0.3719341043200683,1
791,Newham,Violence Against the Person,Wounding/GBH,32,8,236,0,194,403,387,734,1056,1182,1230,1164,1100,-0.13427584188134783,1
792,Redbridge,Burglary,Burglary in a Dwelling,0,0,2329,2668,2645,3096,2715,2360,2077,1745,1517,2398,2344,1.611807515503553,2
793,Redbridge,Burglary,Burglary in Other Buildings,1,0,973,780,719,694,683,630,558,500,473,1185,1100,-0.06900584733956004,1
794,Redbridge,Criminal Damage,Criminal Damage To Dwelling,2,1,559,536,571,551,424,301,352,325,305,368,326,-0.30055892321399763,1
795,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,1409,1238,1125,1213,772,685,749,690,797,836,601,0.22715120272419811,2
796,Redbridge,Criminal Damage,Criminal Damage To Other Building,4,1,239,223,217,175,156,138,140,165,115,166,116,-0.5620829149494603,0
797,Redbridge,Criminal Damage,Other Criminal Damage,5,1,494,523,420,423,393,382,383,457,446,459,567,-0.30089193339023124,1
798,Redbridge,Drugs,Drug Trafficking,6,2,78,74,117,172,68,74,82,83,72,68,56,-0.6451134522237073,0
799,Redbridge,Drugs,Other Drugs,7,2,3,5,6,7,4,6,6,8,2,3,1,-0.7309190742999011,0
800,Redbridge,Drugs,Possession Of Drugs,8,2,2181,2232,1974,2237,1929,1752,1486,1202,946,683,613,1.0331468326016149,2
801,Redbridge,Fraud or Forgery,Counted per Victim,9,3,1687,1179,1198,1169,616,81,0,0,0,0,0,-0.07788611870578967,1
802,Redbridge,Fraud or Forgery,Other Fraud & Forgery,10,3,280,356,358,314,346,81,22,33,34,26,22,-0.5336660465775255,1
803,Redbridge,Other Notifiable Offences,Going Equipped,11,4,7,11,9,21,22,14,15,10,6,9,7,-0.7233708436386059,0
804,Redbridge,Other Notifiable Offences,Other Notifiable,12,4,226,233,212,263,278,295,395,402,415,428,408,-0.43431801066783143,1
805,Redbridge,Robbery,Business Property,13,5,139,133,115,102,108,61,63,61,40,68,68,-0.6448914454395516,0
806,Redbridge,Robbery,Personal Property,14,5,880,840,818,1081,968,844,679,599,559,821,1006,0.07063641989440089,2
807,Redbridge,Sexual Offences,Other Sexual,15,6,208,175,172,169,160,196,329,333,359,315,316,-0.5029181069719554,1
808,Redbridge,Sexual Offences,Rape,16,6,60,57,89,103,90,127,138,154,184,243,227,-0.6249108348655349,0
809,Redbridge,Theft and Handling,Handling Stolen Goods,17,7,70,58,47,45,48,66,49,39,24,32,25,-0.6866287208608308,0
810,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,18,7,182,148,193,182,240,244,262,255,357,0,0,-0.5071362358709144,1
811,Redbridge,Theft and Handling,Other Theft,19,7,2140,2212,2359,2519,2963,2721,2605,2429,2472,2527,2497,1.7525598166582927,2
812,Redbridge,Theft and Handling,Other Theft Person,20,7,574,617,601,634,712,616,460,521,521,748,822,-0.1527024049662743,1
813,Redbridge,Theft and Handling,Theft From Motor Vehicle,21,7,2730,2732,3057,2928,2696,2389,1614,1716,1743,2327,2196,1.6620920521148284,2
814,Redbridge,Theft and Handling,Theft From Shops,22,7,1293,1359,1032,1079,935,876,906,935,1160,1167,1060,0.3267212454180478,2
815,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,23,7,1249,1249,1550,1520,1146,1047,1031,787,1000,1491,1552,0.4381686510642297,2
816,Redbridge,Theft and Handling,Theft/Taking of Pedal Cycle,24,7,141,180,203,303,276,185,171,158,182,216,182,-0.5364411313794721,0
817,Redbridge,Violence Against the Person,Assault with Injury,25,8,1552,1531,1417,1367,1374,1180,1368,1315,1347,1397,1401,0.6459670010340031,2
818,Redbridge,Violence Against the Person,Common Assault,26,8,903,955,979,988,1064,1093,1557,1728,1861,1995,2134,0.49910951331498055,2
819,Redbridge,Violence Against the Person,Grievous Bodily Harm,27,8,122,285,124,0,0,0,0,0,0,0,0,-0.6771934325342118,0
820,Redbridge,Violence Against the Person,Harassment,28,8,1024,1143,1336,1104,1314,1250,1769,1898,2142,2314,2563,0.7046877954431965,2
821,Redbridge,Violence Against the Person,Murder,29,8,4,1,2,3,4,2,3,6,2,3,5,-0.7331391421414585,0
822,Redbridge,Violence Against the Person,Offensive Weapon,30,8,147,116,118,132,67,94,102,107,112,135,154,-0.6256878586100799,0
823,Redbridge,Violence Against the Person,Other violence,31,8,268,208,168,134,174,273,258,257,332,302,430,-0.5061372053422136,1
824,Redbridge,Violence Against the Person,Wounding/GBH,32,8,152,0,69,155,170,399,686,640,660,718,715,-0.4107852915473229,1
825,Richmond upon Thames,Burglary,Burglary in a Dwelling,0,0,1029,892,1042,1034,1030,988,833,760,760,1394,1330,0.1927401511800583,2
826,Richmond upon Thames,Burglary,Burglary in Other Buildings,1,0,897,841,917,1059,980,936,922,677,595,856,760,0.13235430588969682,2
827,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,2,1,342,263,270,264,213,186,207,209,207,197,192,-0.4962579034472831,1
828,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,3,1,813,777,727,679,605,558,502,483,524,525,488,-0.1069690074301917,1
829,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,4,1,216,221,198,150,134,143,124,109,138,113,97,-0.5770683728799727,0
830,Richmond upon Thames,Criminal Damage,Other Criminal Damage,5,1,301,364,296,318,254,267,254,277,283,316,317,-0.44597336683600786,1
831,Richmond upon Thames,Drugs,Drug Trafficking,6,2,30,38,35,17,28,33,37,19,23,31,10,-0.7072753517873147,0
832,Richmond upon Thames,Drugs,Other Drugs,7,2,1,1,1,3,0,0,0,1,0,1,1,-0.7353592099830158,0
833,Richmond upon Thames,Drugs,Possession Of Drugs,8,2,755,625,530,573,547,646,433,392,312,364,261,-0.20187690765677088,1
834,Richmond upon Thames,Fraud or Forgery,Counted per Victim,9,3,215,291,386,390,265,27,0,0,0,0,0,-0.5614168945969931,0
