,Borough,Major Category,Minor Category,Date,Season,Count,CrimeTier
28124,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2010,Autumn,29,Low
28125,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2010,Spring,43,Low
28126,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2010,Summer,32,Low
28127,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2010,Winter,41,Low
28128,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2011,Autumn,38,Low
28129,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2011,Spring,33,Low
28130,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2011,Summer,23,Low
28131,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2011,Winter,29,Low
28132,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2012,Autumn,31,Low
28133,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2012,Spring,25,Low
28134,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2012,Summer,22,Low
28135,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2012,Winter,31,Low
28136,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2013,Autumn,24,Low
28137,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2013,Spring,19,Low
28138,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2013,Summer,25,Low
28139,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2013,Winter,26,Low
28140,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2014,Autumn,35,Low
28141,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2014,Spring,28,Low
28142,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2014,Summer,37,Low
28143,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2014,Winter,34,Low
28144,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2015,Autumn,57,Medium
28145,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2015,Spring,40,Low
28146,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2015,Summer,54,Medium
28147,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2015,Winter,48,Medium
28148,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2016,Autumn,39,Low
28149,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2016,Spring,57,Medium
28150,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2016,Summer,39,Low
28151,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2016,Winter,46,Medium
28152,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2017,Autumn,41,Low
28153,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2017,Spring,49,Medium
28154,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2017,Summer,52,Medium
28155,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2017,Winter,44,Medium
28156,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2018,Autumn,76,Medium
28157,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2018,Spring,47,Medium
28158,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2018,Summer,75,Medium
28159,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,2018,Winter,53,Medium
28160,Kingston upon Thames,Robbery,Business Property,2008,Autumn,2,Low
28161,Kingston upon Thames,Robbery,Business Property,2008,Spring,5,Low
28162,Kingston upon Thames,Robbery,Business Property,2008,Summer,1,Low
28163,Kingston upon Thames,Robbery,Business Property,2008,Winter,5,Low
28164,Kingston upon Thames,Robbery,Business Property,2009,Autumn,5,Low
28165,Kingston upon Thames,Robbery,Business Property,2009,Spring,4,Low
28166,Kingston upon Thames,Robbery,Business Property,2009,Summer,7,Low
28167,Kingston upon Thames,Robbery,Business Property,2009,Winter,11,Low
28168,Kingston upon Thames,Robbery,Business Property,2010,Autumn,4,Low
28169,Kingston upon Thames,Robbery,Business Property,2010,Spring,4,Low
28170,Kingston upon Thames,Robbery,Business Property,2010,Summer,5,Low
28171,Kingston upon Thames,Robbery,Business Property,2010,Winter,4,Low
28172,Kingston upon Thames,Robbery,Business Property,2011,Autumn,2,Low
28173,Kingston upon Thames,Robbery,Business Property,2011,Spring,1,Low
28174,Kingston upon Thames,Robbery,Business Property,2011,Summer,2,Low
28175,Kingston upon Thames,Robbery,Business Property,2011,Winter,2,Low
28176,Kingston upon Thames,Robbery,Business Property,2012,Autumn,6,Low
28177,Kingston upon Thames,Robbery,Business Property,2012,Spring,4,Low
28178,Kingston upon Thames,Robbery,Business Property,2012,Summer,3,Low
28179,Kingston upon Thames,Robbery,Business Property,2012,Winter,4,Low
28180,Kingston upon Thames,Robbery,Business Property,2013,Autumn,5,Low
28181,Kingston upon Thames,Robbery,Business Property,2013,Spring,5,Low
28182,Kingston upon Thames,Robbery,Business Property,2013,Summer,2,Low
28183,Kingston upon Thames,Robbery,Business Property,2013,Winter,5,Low
28184,Kingston upon Thames,Robbery,Business Property,2014,Autumn,2,Low
28185,Kingston upon Thames,Robbery,Business Property,2014,Spring,3,Low
28186,Kingston upon Thames,Robbery,Business Property,2014,Summer,1,Low
28187,Kingston upon Thames,Robbery,Business Property,2014,Winter,2,Low
28188,Kingston upon Thames,Robbery,Business Property,2015,Autumn,2,Low
28189,Kingston upon Thames,Robbery,Business Property,2015,Spring,2,Low
28190,Kingston upon Thames,Robbery,Business Property,2015,Summer,3,Low
28191,Kingston upon Thames,Robbery,Business Property,2015,Winter,5,Low
28192,Kingston upon Thames,Robbery,Business Property,2016,Autumn,3,Low
28193,Kingston upon Thames,Robbery,Business Property,2016,Spring,1,Low
28194,Kingston upon Thames,Robbery,Business Property,2016,Summer,1,Low
28195,Kingston upon Thames,Robbery,Business Property,2016,Winter,5,Low
28196,Kingston upon Thames,Robbery,Business Property,2017,Autumn,6,Low
28197,Kingston upon Thames,Robbery,Business Property,2017,Spring,4,Low
28198,Kingston upon Thames,Robbery,Business Property,2017,Summer,3,Low
28199,Kingston upon Thames,Robbery,Business Property,2017,Winter,4,Low
28200,Kingston upon Thames,Robbery,Business Property,2018,Autumn,10,Low
28201,Kingston upon Thames,Robbery,Business Property,2018,Spring,4,Low
28202,Kingston upon Thames,Robbery,Business Property,2018,Summer,9,Low
28203,Kingston upon Thames,Robbery,Business Property,2018,Winter,4,Low
28204,Kingston upon Thames,Robbery,Personal Property,2008,Autumn,49,Medium
28205,Kingston upon Thames,Robbery,Personal Property,2008,Spring,79,Medium
28206,Kingston upon Thames,Robbery,Personal Property,2008,Summer,55,Medium
28207,Kingston upon Thames,Robbery,Personal Property,2008,Winter,73,Medium
28208,Kingston upon Thames,Robbery,Personal Property,2009,Autumn,44,Medium
28209,Kingston upon Thames,Robbery,Personal Property,2009,Spring,99,Medium
28210,Kingston upon Thames,Robbery,Personal Property,2009,Summer,45,Medium
28211,Kingston upon Thames,Robbery,Personal Property,2009,Winter,63,Medium
28212,Kingston upon Thames,Robbery,Personal Property,2010,Autumn,68,Medium
28213,Kingston upon Thames,Robbery,Personal Property,2010,Spring,67,Medium
28214,Kingston upon Thames,Robbery,Personal Property,2010,Summer,43,Low
28215,Kingston upon Thames,Robbery,Personal Property,2010,Winter,46,Medium
28216,Kingston upon Thames,Robbery,Personal Property,2011,Autumn,47,Medium
28217,Kingston upon Thames,Robbery,Personal Property,2011,Spring,69,Medium
28218,Kingston upon Thames,Robbery,Personal Property,2011,Summer,57,Medium
28219,Kingston upon Thames,Robbery,Personal Property,2011,Winter,64,Medium
28220,Kingston upon Thames,Robbery,Personal Property,2012,Autumn,55,Medium
28221,Kingston upon Thames,Robbery,Personal Property,2012,Spring,56,Medium
28222,Kingston upon Thames,Robbery,Personal Property,2012,Summer,40,Low
28223,Kingston upon Thames,Robbery,Personal Property,2012,Winter,68,Medium
28224,Kingston upon Thames,Robbery,Personal Property,2013,Autumn,45,Medium
28225,Kingston upon Thames,Robbery,Personal Property,2013,Spring,31,Low
28226,Kingston upon Thames,Robbery,Personal Property,2013,Summer,23,Low
28227,Kingston upon Thames,Robbery,Personal Property,2013,Winter,43,Low
28228,Kingston upon Thames,Robbery,Personal Property,2014,Autumn,25,Low
28229,Kingston upon Thames,Robbery,Personal Property,2014,Spring,26,Low
28230,Kingston upon Thames,Robbery,Personal Property,2014,Summer,26,Low
28231,Kingston upon Thames,Robbery,Personal Property,2014,Winter,25,Low
28232,Kingston upon Thames,Robbery,Personal Property,2015,Autumn,33,Low
28233,Kingston upon Thames,Robbery,Personal Property,2015,Spring,15,Low
28234,Kingston upon Thames,Robbery,Personal Property,2015,Summer,26,Low
28235,Kingston upon Thames,Robbery,Personal Property,2015,Winter,24,Low
28236,Kingston upon Thames,Robbery,Personal Property,2016,Autumn,31,Low
28237,Kingston upon Thames,Robbery,Personal Property,2016,Spring,28,Low
28238,Kingston upon Thames,Robbery,Personal Property,2016,Summer,25,Low
28239,Kingston upon Thames,Robbery,Personal Property,2016,Winter,26,Low
28240,Kingston upon Thames,Robbery,Personal Property,2017,Autumn,47,Medium
28241,Kingston upon Thames,Robbery,Personal Property,2017,Spring,38,Low
28242,Kingston upon Thames,Robbery,Personal Property,2017,Summer,52,Medium
28243,Kingston upon Thames,Robbery,Personal Property,2017,Winter,23,Low
28244,Kingston upon Thames,Robbery,Personal Property,2018,Autumn,63,Medium
28245,Kingston upon Thames,Robbery,Personal Property,2018,Spring,62,Medium
28246,Kingston upon Thames,Robbery,Personal Property,2018,Summer,54,Medium
28247,Kingston upon Thames,Robbery,Personal Property,2018,Winter,55,Medium
28248,Kingston upon Thames,Sexual Offences,Other Sexual,2008,Autumn,32,Low
28249,Kingston upon Thames,Sexual Offences,Other Sexual,2008,Spring,22,Low
28250,Kingston upon Thames,Sexual Offences,Other Sexual,2008,Summer,19,Low
28251,Kingston upon Thames,Sexual Offences,Other Sexual,2008,Winter,22,Low
28252,Kingston upon Thames,Sexual Offences,Other Sexual,2009,Autumn,27,Low
28253,Kingston upon Thames,Sexual Offences,Other Sexual,2009,Spring,29,Low
28254,Kingston upon Thames,Sexual Offences,Other Sexual,2009,Summer,31,Low
28255,Kingston upon Thames,Sexual Offences,Other Sexual,2009,Winter,20,Low
28256,Kingston upon Thames,Sexual Offences,Other Sexual,2010,Autumn,35,Low
28257,Kingston upon Thames,Sexual Offences,Other Sexual,2010,Spring,25,Low
28258,Kingston upon Thames,Sexual Offences,Other Sexual,2010,Summer,31,Low
28259,Kingston upon Thames,Sexual Offences,Other Sexual,2010,Winter,31,Low
28260,Kingston upon Thames,Sexual Offences,Other Sexual,2011,Autumn,24,Low
28261,Kingston upon Thames,Sexual Offences,Other Sexual,2011,Spring,39,Low
28262,Kingston upon Thames,Sexual Offences,Other Sexual,2011,Summer,28,Low
28263,Kingston upon Thames,Sexual Offences,Other Sexual,2011,Winter,26,Low
28264,Kingston upon Thames,Sexual Offences,Other Sexual,2012,Autumn,25,Low
28265,Kingston upon Thames,Sexual Offences,Other Sexual,2012,Spring,27,Low
28266,Kingston upon Thames,Sexual Offences,Other Sexual,2012,Summer,27,Low
28267,Kingston upon Thames,Sexual Offences,Other Sexual,2012,Winter,21,Low
28268,Kingston upon Thames,Sexual Offences,Other Sexual,2013,Autumn,28,Low
28269,Kingston upon Thames,Sexual Offences,Other Sexual,2013,Spring,19,Low
28270,Kingston upon Thames,Sexual Offences,Other Sexual,2013,Summer,29,Low
28271,Kingston upon Thames,Sexual Offences,Other Sexual,2013,Winter,28,Low
28272,Kingston upon Thames,Sexual Offences,Other Sexual,2014,Autumn,38,Low
28273,Kingston upon Thames,Sexual Offences,Other Sexual,2014,Spring,25,Low
28274,Kingston upon Thames,Sexual Offences,Other Sexual,2014,Summer,43,Low
28275,Kingston upon Thames,Sexual Offences,Other Sexual,2014,Winter,28,Low
28276,Kingston upon Thames,Sexual Offences,Other Sexual,2015,Autumn,40,Low
28277,Kingston upon Thames,Sexual Offences,Other Sexual,2015,Spring,46,Medium
28278,Kingston upon Thames,Sexual Offences,Other Sexual,2015,Summer,39,Low
28279,Kingston upon Thames,Sexual Offences,Other Sexual,2015,Winter,40,Low
28280,Kingston upon Thames,Sexual Offences,Other Sexual,2016,Autumn,42,Low
28281,Kingston upon Thames,Sexual Offences,Other Sexual,2016,Spring,37,Low
28282,Kingston upon Thames,Sexual Offences,Other Sexual,2016,Summer,48,Medium
28283,Kingston upon Thames,Sexual Offences,Other Sexual,2016,Winter,42,Low
28284,Kingston upon Thames,Sexual Offences,Other Sexual,2017,Autumn,68,Medium
28285,Kingston upon Thames,Sexual Offences,Other Sexual,2017,Spring,45,Medium
28286,Kingston upon Thames,Sexual Offences,Other Sexual,2017,Summer,48,Medium
28287,Kingston upon Thames,Sexual Offences,Other Sexual,2017,Winter,40,Low
28288,Kingston upon Thames,Sexual Offences,Other Sexual,2018,Autumn,81,Medium
28289,Kingston upon Thames,Sexual Offences,Other Sexual,2018,Spring,47,Medium
28290,Kingston upon Thames,Sexual Offences,Other Sexual,2018,Summer,61,Medium
28291,Kingston upon Thames,Sexual Offences,Other Sexual,2018,Winter,53,Medium
28292,Kingston upon Thames,Sexual Offences,Rape,2008,Autumn,3,Low
28293,Kingston upon Thames,Sexual Offences,Rape,2008,Spring,8,Low
28294,Kingston upon Thames,Sexual Offences,Rape,2008,Summer,5,Low
28295,Kingston upon Thames,Sexual Offences,Rape,2008,Winter,8,Low
28296,Kingston upon Thames,Sexual Offences,Rape,2009,Autumn,15,Low
28297,Kingston upon Thames,Sexual Offences,Rape,2009,Spring,6,Low
28298,Kingston upon Thames,Sexual Offences,Rape,2009,Summer,7,Low
28299,Kingston upon Thames,Sexual Offences,Rape,2009,Winter,5,Low
28300,Kingston upon Thames,Sexual Offences,Rape,2010,Autumn,15,Low
28301,Kingston upon Thames,Sexual Offences,Rape,2010,Spring,13,Low
28302,Kingston upon Thames,Sexual Offences,Rape,2010,Summer,11,Low
28303,Kingston upon Thames,Sexual Offences,Rape,2010,Winter,7,Low
28304,Kingston upon Thames,Sexual Offences,Rape,2011,Autumn,13,Low
28305,Kingston upon Thames,Sexual Offences,Rape,2011,Spring,12,Low
28306,Kingston upon Thames,Sexual Offences,Rape,2011,Summer,18,Low
28307,Kingston upon Thames,Sexual Offences,Rape,2011,Winter,16,Low
28308,Kingston upon Thames,Sexual Offences,Rape,2012,Autumn,21,Low
28309,Kingston upon Thames,Sexual Offences,Rape,2012,Spring,21,Low
28310,Kingston upon Thames,Sexual Offences,Rape,2012,Summer,17,Low
28311,Kingston upon Thames,Sexual Offences,Rape,2012,Winter,14,Low
28312,Kingston upon Thames,Sexual Offences,Rape,2013,Autumn,13,Low
28313,Kingston upon Thames,Sexual Offences,Rape,2013,Spring,9,Low
28314,Kingston upon Thames,Sexual Offences,Rape,2013,Summer,10,Low
28315,Kingston upon Thames,Sexual Offences,Rape,2013,Winter,13,Low
28316,Kingston upon Thames,Sexual Offences,Rape,2014,Autumn,20,Low
28317,Kingston upon Thames,Sexual Offences,Rape,2014,Spring,13,Low
28318,Kingston upon Thames,Sexual Offences,Rape,2014,Summer,14,Low
28319,Kingston upon Thames,Sexual Offences,Rape,2014,Winter,13,Low
28320,Kingston upon Thames,Sexual Offences,Rape,2015,Autumn,14,Low
28321,Kingston upon Thames,Sexual Offences,Rape,2015,Spring,19,Low
28322,Kingston upon Thames,Sexual Offences,Rape,2015,Summer,17,Low
28323,Kingston upon Thames,Sexual Offences,Rape,2015,Winter,25,Low
28324,Kingston upon Thames,Sexual Offences,Rape,2016,Autumn,28,Low
28325,Kingston upon Thames,Sexual Offences,Rape,2016,Spring,30,Low
28326,Kingston upon Thames,Sexual Offences,Rape,2016,Summer,17,Low
28327,Kingston upon Thames,Sexual Offences,Rape,2016,Winter,19,Low
28328,Kingston upon Thames,Sexual Offences,Rape,2017,Autumn,32,Low
28329,Kingston upon Thames,Sexual Offences,Rape,2017,Spring,38,Low
28330,Kingston upon Thames,Sexual Offences,Rape,2017,Summer,36,Low
28331,Kingston upon Thames,Sexual Offences,Rape,2017,Winter,22,Low
28332,Kingston upon Thames,Sexual Offences,Rape,2018,Autumn,48,Medium
28333,Kingston upon Thames,Sexual Offences,Rape,2018,Spring,23,Low
28334,Kingston upon Thames,Sexual Offences,Rape,2018,Summer,40,Low
28335,Kingston upon Thames,Sexual Offences,Rape,2018,Winter,26,Low
28336,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2008,Autumn,10,Low
28337,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2008,Spring,19,Low
28338,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2008,Summer,8,Low
28339,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2008,Winter,14,Low
28340,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2009,Autumn,6,Low
28341,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2009,Spring,5,Low
28342,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2009,Summer,7,Low
28343,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2009,Winter,6,Low
28344,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2010,Autumn,2,Low
28345,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2010,Spring,6,Low
28346,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2010,Summer,2,Low
28347,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2010,Winter,4,Low
28348,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2011,Autumn,9,Low
28349,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2011,Spring,2,Low
28350,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2011,Summer,6,Low
28351,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2011,Winter,4,Low
28352,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2012,Autumn,3,Low
28353,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2012,Spring,16,Low
28354,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2012,Summer,4,Low
28355,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2012,Winter,8,Low
28356,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2013,Autumn,6,Low
28357,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2013,Spring,4,Low
28358,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2013,Summer,8,Low
28359,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2013,Winter,1,Low
28360,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2014,Autumn,3,Low
28361,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2014,Spring,4,Low
28362,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2014,Summer,5,Low
28363,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2014,Winter,4,Low
28364,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2015,Autumn,5,Low
28365,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2015,Spring,1,Low
28366,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2015,Summer,3,Low
28367,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2015,Winter,1,Low
28368,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2016,Autumn,1,Low
28369,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2016,Spring,6,Low
28370,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2016,Summer,2,Low
28371,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2016,Winter,4,Low
28372,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2017,Autumn,6,Low
28373,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2017,Spring,4,Low
28374,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2017,Summer,2,Low
28375,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2017,Winter,7,Low
28376,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2018,Autumn,3,Low
28377,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2018,Spring,5,Low
28378,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2018,Summer,1,Low
28379,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,2018,Winter,0,Low
28380,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2008,Autumn,28,Low
28381,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2008,Spring,19,Low
28382,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2008,Summer,35,Low
28383,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2008,Winter,14,Low
28384,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2009,Autumn,10,Low
28385,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2009,Spring,20,Low
28386,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2009,Summer,24,Low
28387,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2009,Winter,15,Low
28388,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2010,Autumn,16,Low
28389,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2010,Spring,14,Low
28390,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2010,Summer,9,Low
28391,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2010,Winter,7,Low
28392,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2011,Autumn,8,Low
28393,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2011,Spring,9,Low
28394,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2011,Summer,17,Low
28395,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2011,Winter,6,Low
28396,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2012,Autumn,24,Low
28397,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2012,Spring,20,Low
28398,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2012,Summer,18,Low
28399,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2012,Winter,18,Low
28400,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2013,Autumn,13,Low
28401,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2013,Spring,7,Low
28402,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2013,Summer,7,Low
28403,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2013,Winter,10,Low
28404,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2014,Autumn,21,Low
28405,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2014,Spring,22,Low
28406,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2014,Summer,18,Low
28407,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2014,Winter,16,Low
28408,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2015,Autumn,12,Low
28409,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2015,Spring,14,Low
28410,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2015,Summer,28,Low
28411,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2015,Winter,30,Low
28412,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2016,Autumn,38,Low
28413,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2016,Spring,34,Low
28414,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2016,Summer,28,Low
28415,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2016,Winter,34,Low
28416,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2017,Autumn,0,Low
28417,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2017,Spring,0,Low
28418,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2017,Summer,0,Low
28419,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2017,Winter,0,Low
28420,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2018,Autumn,0,Low
28421,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2018,Spring,0,Low
28422,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2018,Summer,0,Low
28423,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,2018,Winter,0,Low
28424,Kingston upon Thames,Theft and Handling,Other Theft,2008,Autumn,399,High
28425,Kingston upon Thames,Theft and Handling,Other Theft,2008,Spring,441,High
28426,Kingston upon Thames,Theft and Handling,Other Theft,2008,Summer,383,High
28427,Kingston upon Thames,Theft and Handling,Other Theft,2008,Winter,413,High
28428,Kingston upon Thames,Theft and Handling,Other Theft,2009,Autumn,369,High
28429,Kingston upon Thames,Theft and Handling,Other Theft,2009,Spring,408,High
28430,Kingston upon Thames,Theft and Handling,Other Theft,2009,Summer,368,High
28431,Kingston upon Thames,Theft and Handling,Other Theft,2009,Winter,371,High
28432,Kingston upon Thames,Theft and Handling,Other Theft,2010,Autumn,457,High
28433,Kingston upon Thames,Theft and Handling,Other Theft,2010,Spring,465,High
28434,Kingston upon Thames,Theft and Handling,Other Theft,2010,Summer,393,High
28435,Kingston upon Thames,Theft and Handling,Other Theft,2010,Winter,355,High
28436,Kingston upon Thames,Theft and Handling,Other Theft,2011,Autumn,450,High
28437,Kingston upon Thames,Theft and Handling,Other Theft,2011,Spring,423,High
28438,Kingston upon Thames,Theft and Handling,Other Theft,2011,Summer,422,High
28439,Kingston upon Thames,Theft and Handling,Other Theft,2011,Winter,417,High
28440,Kingston upon Thames,Theft and Handling,Other Theft,2012,Autumn,395,High
28441,Kingston upon Thames,Theft and Handling,Other Theft,2012,Spring,423,High
28442,Kingston upon Thames,Theft and Handling,Other Theft,2012,Summer,376,High
28443,Kingston upon Thames,Theft and Handling,Other Theft,2012,Winter,409,High
28444,Kingston upon Thames,Theft and Handling,Other Theft,2013,Autumn,361,High
28445,Kingston upon Thames,Theft and Handling,Other Theft,2013,Spring,367,High
28446,Kingston upon Thames,Theft and Handling,Other Theft,2013,Summer,367,High
28447,Kingston upon Thames,Theft and Handling,Other Theft,2013,Winter,384,High
28448,Kingston upon Thames,Theft and Handling,Other Theft,2014,Autumn,398,High
28449,Kingston upon Thames,Theft and Handling,Other Theft,2014,Spring,322,High
28450,Kingston upon Thames,Theft and Handling,Other Theft,2014,Summer,351,High
28451,Kingston upon Thames,Theft and Handling,Other Theft,2014,Winter,320,High
28452,Kingston upon Thames,Theft and Handling,Other Theft,2015,Autumn,329,High
28453,Kingston upon Thames,Theft and Handling,Other Theft,2015,Spring,315,High
28454,Kingston upon Thames,Theft and Handling,Other Theft,2015,Summer,367,High
28455,Kingston upon Thames,Theft and Handling,Other Theft,2015,Winter,287,High
28456,Kingston upon Thames,Theft and Handling,Other Theft,2016,Autumn,362,High
28457,Kingston upon Thames,Theft and Handling,Other Theft,2016,Spring,349,High
28458,Kingston upon Thames,Theft and Handling,Other Theft,2016,Summer,280,High
28459,Kingston upon Thames,Theft and Handling,Other Theft,2016,Winter,319,High
28460,Kingston upon Thames,Theft and Handling,Other Theft,2017,Autumn,322,High
28461,Kingston upon Thames,Theft and Handling,Other Theft,2017,Spring,309,High
28462,Kingston upon Thames,Theft and Handling,Other Theft,2017,Summer,323,High
28463,Kingston upon Thames,Theft and Handling,Other Theft,2017,Winter,294,High
28464,Kingston upon Thames,Theft and Handling,Other Theft,2018,Autumn,325,High
28465,Kingston upon Thames,Theft and Handling,Other Theft,2018,Spring,409,High
