,Borough,Major Category,Minor Category,Date,Season,Count,CrimeTier
28466,Kingston upon Thames,Theft and Handling,Other Theft,2018,Summer,397,High
28467,Kingston upon Thames,Theft and Handling,Other Theft,2018,Winter,348,High
28468,Kingston upon Thames,Theft and Handling,Other Theft Person,2008,Autumn,93,Medium
28469,Kingston upon Thames,Theft and Handling,Other Theft Person,2008,Spring,75,Medium
28470,Kingston upon Thames,Theft and Handling,Other Theft Person,2008,Summer,72,Medium
28471,Kingston upon Thames,Theft and Handling,Other Theft Person,2008,Winter,101,Medium
28472,Kingston upon Thames,Theft and Handling,Other Theft Person,2009,Autumn,104,Medium
28473,Kingston upon Thames,Theft and Handling,Other Theft Person,2009,Spring,86,Medium
28474,Kingston upon Thames,Theft and Handling,Other Theft Person,2009,Summer,91,Medium
28475,Kingston upon Thames,Theft and Handling,Other Theft Person,2009,Winter,118,Medium
28476,Kingston upon Thames,Theft and Handling,Other Theft Person,2010,Autumn,133,Medium
28477,Kingston upon Thames,Theft and Handling,Other Theft Person,2010,Spring,110,Medium
28478,Kingston upon Thames,Theft and Handling,Other Theft Person,2010,Summer,75,Medium
28479,Kingston upon Thames,Theft and Handling,Other Theft Person,2010,Winter,115,Medium
28480,Kingston upon Thames,Theft and Handling,Other Theft Person,2011,Autumn,118,Medium
28481,Kingston upon Thames,Theft and Handling,Other Theft Person,2011,Spring,80,Medium
28482,Kingston upon Thames,Theft and Handling,Other Theft Person,2011,Summer,88,Medium
28483,Kingston upon Thames,Theft and Handling,Other Theft Person,2011,Winter,126,Medium
28484,Kingston upon Thames,Theft and Handling,Other Theft Person,2012,Autumn,161,Medium
28485,Kingston upon Thames,Theft and Handling,Other Theft Person,2012,Spring,139,Medium
28486,Kingston upon Thames,Theft and Handling,Other Theft Person,2012,Summer,131,Medium
28487,Kingston upon Thames,Theft and Handling,Other Theft Person,2012,Winter,124,Medium
28488,Kingston upon Thames,Theft and Handling,Other Theft Person,2013,Autumn,123,Medium
28489,Kingston upon Thames,Theft and Handling,Other Theft Person,2013,Spring,101,Medium
28490,Kingston upon Thames,Theft and Handling,Other Theft Person,2013,Summer,116,Medium
28491,Kingston upon Thames,Theft and Handling,Other Theft Person,2013,Winter,147,Medium
28492,Kingston upon Thames,Theft and Handling,Other Theft Person,2014,Autumn,77,Medium
28493,Kingston upon Thames,Theft and Handling,Other Theft Person,2014,Spring,64,Medium
28494,Kingston upon Thames,Theft and Handling,Other Theft Person,2014,Summer,66,Medium
28495,Kingston upon Thames,Theft and Handling,Other Theft Person,2014,Winter,93,Medium
28496,Kingston upon Thames,Theft and Handling,Other Theft Person,2015,Autumn,124,Medium
28497,Kingston upon Thames,Theft and Handling,Other Theft Person,2015,Spring,78,Medium
28498,Kingston upon Thames,Theft and Handling,Other Theft Person,2015,Summer,91,Medium
28499,Kingston upon Thames,Theft and Handling,Other Theft Person,2015,Winter,82,Medium
28500,Kingston upon Thames,Theft and Handling,Other Theft Person,2016,Autumn,103,Medium
28501,Kingston upon Thames,Theft and Handling,Other Theft Person,2016,Spring,89,Medium
28502,Kingston upon Thames,Theft and Handling,Other Theft Person,2016,Summer,76,Medium
28503,Kingston upon Thames,Theft and Handling,Other Theft Person,2016,Winter,108,Medium
28504,Kingston upon Thames,Theft and Handling,Other Theft Person,2017,Autumn,83,Medium
28505,Kingston upon Thames,Theft and Handling,Other Theft Person,2017,Spring,81,Medium
28506,Kingston upon Thames,Theft and Handling,Other Theft Person,2017,Summer,75,Medium
28507,Kingston upon Thames,Theft and Handling,Other Theft Person,2017,Winter,101,Medium
28508,Kingston upon Thames,Theft and Handling,Other Theft Person,2018,Autumn,146,Medium
28509,Kingston upon Thames,Theft and Handling,Other Theft Person,2018,Spring,88,Medium
28510,Kingston upon Thames,Theft and Handling,Other Theft Person,2018,Summer,114,Medium
28511,Kingston upon Thames,Theft and Handling,Other Theft Person,2018,Winter,130,Medium
28512,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2008,Autumn,213,High
28513,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2008,Spring,238,High
28514,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2008,Summer,213,High
28515,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2008,Winter,215,High
28516,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2009,Autumn,161,Medium
28517,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2009,Spring,210,High
28518,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2009,Summer,174,Medium
28519,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2009,Winter,167,Medium
28520,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2010,Autumn,220,High
28521,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2010,Spring,146,Medium
28522,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2010,Summer,197,High
28523,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2010,Winter,129,Medium
28524,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2011,Autumn,182,Medium
28525,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2011,Spring,163,Medium
28526,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2011,Summer,185,Medium
28527,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2011,Winter,122,Medium
28528,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2012,Autumn,161,Medium
28529,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2012,Spring,197,High
28530,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2012,Summer,154,Medium
28531,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2012,Winter,161,Medium
28532,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2013,Autumn,173,Medium
28533,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2013,Spring,122,Medium
28534,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2013,Summer,133,Medium
28535,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2013,Winter,179,Medium
28536,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2014,Autumn,128,Medium
28537,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2014,Spring,148,Medium
28538,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2014,Summer,109,Medium
28539,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2014,Winter,140,Medium
28540,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2015,Autumn,105,Medium
28541,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2015,Spring,109,Medium
28542,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2015,Summer,131,Medium
28543,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2015,Winter,119,Medium
28544,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2016,Autumn,129,Medium
28545,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2016,Spring,111,Medium
28546,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2016,Summer,103,Medium
28547,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2016,Winter,105,Medium
28548,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2017,Autumn,224,High
28549,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2017,Spring,208,High
28550,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2017,Summer,223,High
28551,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2017,Winter,164,Medium
28552,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2018,Autumn,239,High
28553,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2018,Spring,180,Medium
28554,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2018,Summer,165,Medium
28555,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,2018,Winter,203,High
28556,Kingston upon Thames,Theft and Handling,Theft From Shops,2008,Autumn,275,High
28557,Kingston upon Thames,Theft and Handling,Theft From Shops,2008,Spring,241,High
28558,Kingston upon Thames,Theft and Handling,Theft From Shops,2008,Summer,242,High
28559,Kingston upon Thames,Theft and Handling,Theft From Shops,2008,Winter,269,High
28560,Kingston upon Thames,Theft and Handling,Theft From Shops,2009,Autumn,295,High
28561,Kingston upon Thames,Theft and Handling,Theft From Shops,2009,Spring,330,High
28562,Kingston upon Thames,Theft and Handling,Theft From Shops,2009,Summer,298,High
28563,Kingston upon Thames,Theft and Handling,Theft From Shops,2009,Winter,294,High
28564,Kingston upon Thames,Theft and Handling,Theft From Shops,2010,Autumn,327,High
28565,Kingston upon Thames,Theft and Handling,Theft From Shops,2010,Spring,334,High
28566,Kingston upon Thames,Theft and Handling,Theft From Shops,2010,Summer,323,High
28567,Kingston upon Thames,Theft and Handling,Theft From Shops,2010,Winter,305,High
28568,Kingston upon Thames,Theft and Handling,Theft From Shops,2011,Autumn,266,High
28569,Kingston upon Thames,Theft and Handling,Theft From Shops,2011,Spring,314,High
28570,Kingston upon Thames,Theft and Handling,Theft From Shops,2011,Summer,261,High
28571,Kingston upon Thames,Theft and Handling,Theft From Shops,2011,Winter,277,High
28572,Kingston upon Thames,Theft and Handling,Theft From Shops,2012,Autumn,228,High
28573,Kingston upon Thames,Theft and Handling,Theft From Shops,2012,Spring,245,High
28574,Kingston upon Thames,Theft and Handling,Theft From Shops,2012,Summer,256,High
28575,Kingston upon Thames,Theft and Handling,Theft From Shops,2012,Winter,218,High
28576,Kingston upon Thames,Theft and Handling,Theft From Shops,2013,Autumn,260,High
28577,Kingston upon Thames,Theft and Handling,Theft From Shops,2013,Spring,260,High
28578,Kingston upon Thames,Theft and Handling,Theft From Shops,2013,Summer,246,High
28579,Kingston upon Thames,Theft and Handling,Theft From Shops,2013,Winter,245,High
28580,Kingston upon Thames,Theft and Handling,Theft From Shops,2014,Autumn,305,High
28581,Kingston upon Thames,Theft and Handling,Theft From Shops,2014,Spring,282,High
28582,Kingston upon Thames,Theft and Handling,Theft From Shops,2014,Summer,248,High
28583,Kingston upon Thames,Theft and Handling,Theft From Shops,2014,Winter,292,High
28584,Kingston upon Thames,Theft and Handling,Theft From Shops,2015,Autumn,188,Medium
28585,Kingston upon Thames,Theft and Handling,Theft From Shops,2015,Spring,275,High
28586,Kingston upon Thames,Theft and Handling,Theft From Shops,2015,Summer,216,High
28587,Kingston upon Thames,Theft and Handling,Theft From Shops,2015,Winter,237,High
28588,Kingston upon Thames,Theft and Handling,Theft From Shops,2016,Autumn,232,High
28589,Kingston upon Thames,Theft and Handling,Theft From Shops,2016,Spring,270,High
28590,Kingston upon Thames,Theft and Handling,Theft From Shops,2016,Summer,268,High
28591,Kingston upon Thames,Theft and Handling,Theft From Shops,2016,Winter,240,High
28592,Kingston upon Thames,Theft and Handling,Theft From Shops,2017,Autumn,289,High
28593,Kingston upon Thames,Theft and Handling,Theft From Shops,2017,Spring,289,High
28594,Kingston upon Thames,Theft and Handling,Theft From Shops,2017,Summer,245,High
28595,Kingston upon Thames,Theft and Handling,Theft From Shops,2017,Winter,256,High
28596,Kingston upon Thames,Theft and Handling,Theft From Shops,2018,Autumn,245,High
28597,Kingston upon Thames,Theft and Handling,Theft From Shops,2018,Spring,282,High
28598,Kingston upon Thames,Theft and Handling,Theft From Shops,2018,Summer,219,High
28599,Kingston upon Thames,Theft and Handling,Theft From Shops,2018,Winter,288,High
28600,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,Autumn,80,Medium
28601,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,Spring,72,Medium
28602,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,Summer,94,Medium
28603,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,Winter,50,Medium
28604,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,Autumn,62,Medium
28605,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,Spring,54,Medium
28606,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,Summer,51,Medium
28607,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,Winter,45,Medium
28608,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,Autumn,62,Medium
28609,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,Spring,50,Medium
28610,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,Summer,39,Low
28611,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,Winter,44,Medium
28612,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,Autumn,42,Low
28613,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,Spring,44,Medium
28614,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,Summer,37,Low
28615,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,Winter,35,Low
28616,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,Autumn,42,Low
28617,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,Spring,30,Low
28618,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,Summer,28,Low
28619,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,Winter,39,Low
28620,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,Autumn,25,Low
28621,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,Spring,24,Low
28622,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,Summer,33,Low
28623,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,Winter,35,Low
28624,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,Autumn,25,Low
28625,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,Spring,55,Medium
28626,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,Summer,42,Low
28627,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,Winter,34,Low
28628,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,Autumn,44,Medium
28629,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,Spring,37,Low
28630,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,Summer,34,Low
28631,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,Winter,40,Low
28632,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,Autumn,64,Medium
28633,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,Spring,85,Medium
28634,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,Summer,68,Medium
28635,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,Winter,51,Medium
28636,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Autumn,104,Medium
28637,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Spring,74,Medium
28638,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Summer,80,Medium
28639,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2017,Winter,49,Medium
28640,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Autumn,97,Medium
28641,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Spring,89,Medium
28642,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Summer,94,Medium
28643,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,2018,Winter,86,Medium
28644,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Autumn,138,Medium
28645,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Spring,118,Medium
28646,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Summer,113,Medium
28647,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2008,Winter,102,Medium
28648,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Autumn,140,Medium
28649,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Spring,87,Medium
28650,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Summer,145,Medium
28651,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2009,Winter,79,Medium
28652,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,2010,Autumn,105,Medium
